层索引,激活率(%),平均值(Sigmoid),最大值(Sigmoid),最小值(Sigmoid)
0,32.312862396240234,0.32673484086990356,0.9999797344207764,9.842069266596809e-05
1,3.8517441749572754,0.05680488049983978,0.9999885559082031,3.0257679100031964e-05
2,29.069766998291016,0.2900311350822449,0.9998785257339478,5.651668107020669e-05
3,14.180596351623535,0.19894510507583618,0.999947190284729,6.64596154820174e-06
4,12.009448051452637,0.12755997478961945,0.99997878074646,1.6858628441696055e-05
5,20.66678810119629,0.22442342340946198,0.9999932050704956,1.3839680832461454e-05
6,14.353198051452637,0.16434559226036072,0.9999345541000366,1.6228805179707706e-05
7,14.652978897094727,0.16862738132476807,0.9999021291732788,1.365055959468009e-05
8,16.088298797607422,0.18872924149036407,0.999869704246521,1.7369618944940157e-05
9,14.652978897094727,0.1775946468114853,0.9999818801879883,1.1793738849519286e-05
10,16.40625,0.19682122766971588,0.9999911785125732,1.1353999980201479e-05
11,17.06940460205078,0.20078054070472717,0.9999998807907104,6.547450226435103e-08
12,20.167150497436523,0.225087970495224,0.9999988079071045,5.7943839237850625e-06
13,19.02252960205078,0.21695908904075623,0.9999970197677612,4.020646883873269e-06
14,19.930957794189453,0.22543030977249146,0.9999964237213135,4.187199010630138e-06
15,18.586483001708984,0.21201878786087036,0.9999845027923584,1.7396057955920696e-05
16,20.457849502563477,0.22813832759857178,0.9999884366989136,1.0314103747077752e-05
17,19.058866500854492,0.21799205243587494,0.999977707862854,5.991312264086446e-06
18,20.494184494018555,0.2275051325559616,0.9999872446060181,1.4429007933358662e-05
19,19.39498519897461,0.21981266140937805,0.9999997615814209,1.0863668649108149e-05
20,20.8757266998291,0.22977466881275177,0.9999876022338867,7.968362297106069e-06
21,20.130815505981445,0.22465768456459045,0.9999555349349976,1.9321480067446828e-05
22,19.840116500854492,0.22039072215557098,0.9999994039535522,3.456697413639631e-06
23,20.012718200683594,0.2240070104598999,0.9999977350234985,5.070423299002869e-07
24,20.503271102905273,0.22712627053260803,0.9999988079071045,3.7709487514803186e-06
25,22.392805099487305,0.24283398687839508,0.9999995231628418,2.3668844733037986e-06
26,24.45494270324707,0.2592248320579529,0.9999942779541016,3.089379561060923e-06
27,22.083940505981445,0.24083994328975677,0.9999951124191284,5.474400950333802e-06
28,21.802326202392578,0.23409335315227509,0.9999663829803467,8.797433110885322e-06
29,21.34811019897461,0.23194503784179688,0.9999825954437256,6.2860649450158235e-06
30,26.135536193847656,0.2708360552787781,0.9999990463256836,5.368686288420577e-06
31,30.21438980102539,0.3079507648944855,0.999995231628418,9.373230568598956e-06
32,29.27870750427246,0.2975471615791321,0.9999663829803467,3.0402218271774473e-06
33,33.41206359863281,0.33074748516082764,0.999893307685852,5.0017151806969196e-06
34,33.33030700683594,0.3313491642475128,0.9999548196792603,2.8753790957125602e-06
35,36.700584411621094,0.3599201440811157,0.9999716281890869,8.208220947381051e-07
